[2022-11-01 15:12:09,054][lightning][INFO] - successful load initial weights
[2022-11-01 15:16:55,734][lightning][INFO] - prediction: 
[2022-11-01 15:16:56,578][lightning][INFO] - reference : включи занимательный сериал в жанре экшен
[2022-11-01 15:16:56,579][lightning][INFO] - prediction: 
[2022-11-01 15:16:57,210][lightning][INFO] - reference : найти бежать нельзя погибнуть
[2022-11-01 15:16:57,211][lightning][INFO] - prediction: 
[2022-11-01 15:16:58,641][lightning][INFO] - reference : какие фильмы ужасов посмотреть
[2022-11-01 15:16:58,641][lightning][INFO] - prediction: 
[2022-11-01 15:16:59,322][lightning][INFO] - reference : когда по времени можно сыграть в мини гольф на территории отеля
[2022-11-01 15:16:59,323][lightning][INFO] - prediction: 
[2022-11-01 15:17:00,004][lightning][INFO] - reference : ооо тбм
[2022-11-01 15:17:00,004][lightning][INFO] - prediction: 
[2022-11-01 15:17:00,790][lightning][INFO] - reference : хочу трансляцию матча манчестер сити сити
[2022-11-01 15:17:00,791][lightning][INFO] - prediction: 
[2022-11-01 15:17:01,636][lightning][INFO] - reference : включи фильм пятьсот дней лета
[2022-11-01 15:17:01,636][lightning][INFO] - prediction: 
[2022-11-01 15:17:02,755][lightning][INFO] - reference : шесть шестьсот шестьдесят восемь сто тридцать семь десять тридцать шесть
[2022-11-01 15:17:02,756][lightning][INFO] - prediction: 
[2022-11-01 15:17:03,414][lightning][INFO] - reference : а тебе
[2022-11-01 15:17:03,414][lightning][INFO] - prediction: 
[2022-11-01 15:17:04,012][lightning][INFO] - reference : у тебя есть хостел
[2022-11-01 15:17:04,012][lightning][INFO] - prediction: 
[2022-11-01 15:17:04,623][lightning][INFO] - reference : аткарске
[2022-11-01 15:17:04,624][lightning][INFO] - prediction: 
[2022-11-01 15:17:05,258][lightning][INFO] - reference : джой какие премии оскар за лучшую песню ты знаешь
[2022-11-01 15:17:05,258][lightning][INFO] - prediction: 
[2022-11-01 15:17:06,012][lightning][INFO] - reference : салют как называется увеличение реального производства продукции в национальной экономике за определенный период времени
[2022-11-01 15:17:06,012][lightning][INFO] - prediction: 
[2022-11-01 15:17:06,727][lightning][INFO] - reference : штрафбат алексея учителя
[2022-11-01 15:17:06,728][lightning][INFO] - prediction: 
[2022-11-01 15:17:07,486][lightning][INFO] - reference : гуанчжоу
[2022-11-01 15:17:07,486][lightning][INFO] - prediction: 
[2022-11-01 15:17:08,862][lightning][INFO] - reference : пополни баланс телефона восемь девятьсот пять сорок пять сорок пять шестьдесят восемь шестьдесят восемь семьдесят два на пятьдесят рублей с подписью привет родная
[2022-11-01 15:17:08,863][lightning][INFO] - prediction: 
[2022-11-01 15:17:09,669][lightning][INFO] - reference : фатима эдуардовна
[2022-11-01 15:17:09,669][lightning][INFO] - prediction: 
[2022-11-01 15:17:10,357][lightning][INFO] - reference : у тебя будет ненаучная фантастика
[2022-11-01 15:17:10,358][lightning][INFO] - prediction: 
[2022-11-01 15:17:10,905][lightning][INFO] - reference : покажи космические яйца
[2022-11-01 15:17:10,905][lightning][INFO] - prediction: 
[2022-11-01 15:17:11,879][lightning][INFO] - reference : алиса мон клипы
[2022-11-01 15:17:11,879][lightning][INFO] - prediction: 
[2022-11-01 15:17:12,893][lightning][INFO] - reference : выведи мне варианты актер стивен сигал
[2022-11-01 15:17:12,894][lightning][INFO] - prediction: 
[2022-11-01 15:17:13,560][lightning][INFO] - reference : у тебя найдется первый эпизод тиджей энд ру
[2022-11-01 15:17:13,560][lightning][INFO] - prediction: 
[2022-11-01 15:17:14,798][lightning][INFO] - reference : продажа перуанских солей в песо
[2022-11-01 15:17:14,798][lightning][INFO] - prediction: 
[2022-11-01 15:17:15,547][lightning][INFO] - reference : орел и решка
[2022-11-01 15:17:15,547][lightning][INFO] - prediction: 
[2022-11-01 15:17:16,993][lightning][INFO] - reference : афина какая песня приносит главный коммерческий успех
[2022-11-01 15:17:16,993][lightning][INFO] - prediction: 
[2022-11-01 15:17:17,683][lightning][INFO] - reference : покажи первые три фильма звездных войн
[2022-11-01 15:17:17,684][lightning][INFO] - prediction: 
[2022-11-01 15:17:18,284][lightning][INFO] - reference : барабинск
[2022-11-01 15:17:18,285][lightning][INFO] - prediction: 
[2022-11-01 15:17:18,983][lightning][INFO] - reference : афина запустить любимое кино
[2022-11-01 15:17:18,984][lightning][INFO] - prediction: 
[2022-11-01 15:17:19,472][lightning][INFO] - reference : видосы о разводах
[2022-11-01 15:17:19,473][lightning][INFO] - prediction: 
[2022-11-01 15:17:20,064][lightning][INFO] - reference : подольск
[2022-11-01 15:17:20,064][lightning][INFO] - prediction: 
[2022-11-01 15:17:20,780][lightning][INFO] - reference : включи мне пираты карибского моря секрет сундука мертвеца
[2022-11-01 15:17:20,780][lightning][INFO] - prediction: 
[2022-11-01 15:17:21,616][lightning][INFO] - reference : это жизнь
[2022-11-01 15:17:21,617][lightning][INFO] - prediction: 
[2022-11-01 15:17:24,889][lightning][INFO] - reference : салют заверши работу через пятнадцать минут
[2022-11-01 15:17:24,889][lightning][INFO] - prediction: 
[2022-11-01 15:17:25,592][lightning][INFO] - reference : врубай фильм побережье африки
[2022-11-01 15:17:25,593][lightning][INFO] - prediction: 
[2022-11-01 15:17:26,246][lightning][INFO] - reference : включи детифоникс
[2022-11-01 15:17:26,246][lightning][INFO] - prediction: впоро
[2022-11-01 15:17:27,020][lightning][INFO] - reference : у два
[2022-11-01 15:17:27,020][lightning][INFO] - prediction: 
[2022-11-01 15:17:27,650][lightning][INFO] - reference : вруби калейдоскоп на телевизоре
[2022-11-01 15:17:27,650][lightning][INFO] - prediction: 
[2022-11-01 15:17:28,277][lightning][INFO] - reference : показывай романтик муви
[2022-11-01 15:17:28,278][lightning][INFO] - prediction: 
[2022-11-01 15:17:28,719][lightning][INFO] - reference : покажи мне на смотрешке тв три эйч ди
[2022-11-01 15:17:28,719][lightning][INFO] - prediction: 
[2022-11-01 15:17:29,429][lightning][INFO] - reference : в чьих трудах был заложен фундамент механистической картины мира и механистического мировоззрения
[2022-11-01 15:17:29,430][lightning][INFO] - prediction: а
[2022-11-01 15:17:30,284][lightning][INFO] - reference : покажи небо
[2022-11-01 15:17:30,284][lightning][INFO] - prediction: 
[2022-11-01 15:17:31,241][lightning][INFO] - reference : восьмой сезон сериал от а до я
[2022-11-01 15:17:31,242][lightning][INFO] - prediction: ооко ка боток
[2022-11-01 15:17:31,750][lightning][INFO] - reference : часть восемнадцать третьего сезона виктория
[2022-11-01 15:17:31,751][lightning][INFO] - prediction: 
[2022-11-01 15:17:32,169][lightning][INFO] - reference : мартина пирсона кинчик искать
[2022-11-01 15:17:32,170][lightning][INFO] - prediction: 
[2022-11-01 15:17:32,849][lightning][INFO] - reference : дудкиной
[2022-11-01 15:17:32,850][lightning][INFO] - prediction: 
[2022-11-01 15:17:33,959][lightning][INFO] - reference : серия четыре двенадцатый сезон маньяк
[2022-11-01 15:17:33,959][lightning][INFO] - prediction: 
[2022-11-01 15:17:34,428][lightning][INFO] - reference : беларусь двадцать четыре на смотрешке
[2022-11-01 15:17:34,428][lightning][INFO] - prediction: 
[2022-11-01 15:17:34,951][lightning][INFO] - reference : уточните пожалуйста есть ли тут прогулки на лошадях
[2022-11-01 15:17:34,951][lightning][INFO] - prediction: 
[2022-11-01 15:17:35,712][lightning][INFO] - reference : сбер утреннюю музыку
[2022-11-01 15:17:35,712][lightning][INFO] - prediction: 
[2022-11-01 15:17:36,242][lightning][INFO] - reference : дрон жигалов
[2022-11-01 15:17:36,242][lightning][INFO] - prediction: 
[2022-11-01 15:17:37,171][lightning][INFO] - reference : белебея
[2022-11-01 15:17:37,172][lightning][INFO] - prediction: 
[2022-11-01 15:17:38,087][lightning][INFO] - reference : включи ростислава плятта
[2022-11-01 15:17:38,088][lightning][INFO] - prediction: оо
[2022-11-01 15:17:38,954][lightning][INFO] - reference : найти демоны
[2022-11-01 15:17:38,954][lightning][INFO] - prediction: 
[2022-11-01 15:17:40,333][lightning][INFO] - reference : двести пятьдесят ноль триста два пятьдесят два семьсот тринадцать
[2022-11-01 15:17:40,334][lightning][INFO] - prediction: 
[2022-11-01 15:17:40,905][lightning][INFO] - reference : один пять шесть шесть один семь два ноль семь три пять
[2022-11-01 15:17:40,905][lightning][INFO] - prediction: 
[2022-11-01 15:17:41,647][lightning][INFO] - reference : расскажи про салоны связи в отеле
[2022-11-01 15:17:41,648][lightning][INFO] - prediction: 
[2022-11-01 15:17:42,354][lightning][INFO] - reference : ты можешь показать на смотрешке передачу фэшн ти ви четыре ка
[2022-11-01 15:17:42,355][lightning][INFO] - prediction: 
[2022-11-01 15:17:42,922][lightning][INFO] - reference : трансляция между манчестер сити и лестером
[2022-11-01 15:17:42,923][lightning][INFO] - prediction: 
[2022-11-01 15:17:43,402][lightning][INFO] - reference : серова
[2022-11-01 15:17:43,403][lightning][INFO] - prediction: 
[2022-11-01 15:17:43,995][lightning][INFO] - reference : открой телеканал дождь на телевизоре
[2022-11-01 15:17:43,996][lightning][INFO] - prediction:  
[2022-11-01 15:17:44,564][lightning][INFO] - reference : седьмой сезон сериал черные паруса
[2022-11-01 15:17:44,564][lightning][INFO] - prediction: 
[2022-11-01 15:17:45,744][lightning][INFO] - reference : у тебя будет сериал флэш часть двадцать два
[2022-11-01 15:17:45,744][lightning][INFO] - prediction: 
[2022-11-01 15:17:46,387][lightning][INFO] - reference : сериал я эрл и умирающая девушка вторая серия
[2022-11-01 15:17:46,387][lightning][INFO] - prediction: 
[2022-11-01 15:17:47,098][lightning][INFO] - reference : афина включи билли илиш
[2022-11-01 15:17:47,099][lightning][INFO] - prediction: 
[2022-11-01 15:17:47,781][lightning][INFO] - reference : покажи рейс в окару из риверсайда
[2022-11-01 15:17:47,782][lightning][INFO] - prediction: 
[2022-11-01 15:17:48,619][lightning][INFO] - reference : в среду в боксе будет
[2022-11-01 15:17:48,620][lightning][INFO] - prediction: 
[2022-11-01 15:17:49,318][lightning][INFO] - reference : урае
[2022-11-01 15:17:49,319][lightning][INFO] - prediction: 
[2022-11-01 15:17:49,925][lightning][INFO] - reference : фото технобум
[2022-11-01 15:17:49,926][lightning][INFO] - prediction: 
[2022-11-01 15:17:50,635][lightning][INFO] - reference : у тебя в списке есть кинематографический фильм нат гео таинственные осьминоги
[2022-11-01 15:17:50,635][lightning][INFO] - prediction: 
[2022-11-01 15:17:51,885][lightning][INFO] - reference : пополни номер моего дедушки на три тысячи девятьсот семьдесят три рубля
[2022-11-01 15:17:51,886][lightning][INFO] - prediction: 
[2022-11-01 15:17:52,839][lightning][INFO] - reference : сбер прошу уменьшить размер минимального платежа по карте
[2022-11-01 15:17:52,839][lightning][INFO] - prediction: 
[2022-11-01 15:17:53,460][lightning][INFO] - reference : александрой шиляевой
[2022-11-01 15:17:53,460][lightning][INFO] - prediction: 
[2022-11-01 15:17:54,506][lightning][INFO] - reference : ассистент какие романтические предложения существуют
[2022-11-01 15:17:54,506][lightning][INFO] - prediction: 
[2022-11-01 15:17:55,193][lightning][INFO] - reference : кино где снимался жерар депардье который называется собачья жизнь
[2022-11-01 15:17:55,193][lightning][INFO] - prediction: т н
[2022-11-01 15:17:55,706][lightning][INFO] - reference : найти фильм в жанре аниме
[2022-11-01 15:17:55,706][lightning][INFO] - prediction: 
[2022-11-01 15:17:56,254][lightning][INFO] - reference : алена пащенко
[2022-11-01 15:17:56,255][lightning][INFO] - prediction: 
[2022-11-01 15:17:56,789][lightning][INFO] - reference : у тебя есть картина снежные гонки
[2022-11-01 15:17:56,789][lightning][INFO] - prediction: 
[2022-11-01 15:17:57,581][lightning][INFO] - reference : возможно ли раннее бронирование в этом отеле расскажи поподробнее
[2022-11-01 15:17:57,581][lightning][INFO] - prediction: 
[2022-11-01 15:17:58,272][lightning][INFO] - reference : салют поставь канал телевидения охотник и рыболов
[2022-11-01 15:17:58,272][lightning][INFO] - prediction: 
[2022-11-01 15:17:59,019][lightning][INFO] - reference : фильм с жигуновым
[2022-11-01 15:17:59,019][lightning][INFO] - prediction: 
[2022-11-01 15:17:59,681][lightning][INFO] - reference : зеленоградск
[2022-11-01 15:17:59,681][lightning][INFO] - prediction: 
[2022-11-01 15:18:00,248][lightning][INFO] - reference : стоимость обмена тысячи белорусских рублей в перуанские соли
[2022-11-01 15:18:00,249][lightning][INFO] - prediction: о мтре
[2022-11-01 15:18:00,876][lightning][INFO] - reference : найди советскую комедию восьмидесятых годов
[2022-11-01 15:18:00,876][lightning][INFO] - prediction: 
[2022-11-01 15:18:02,196][lightning][INFO] - reference : установи жестокий мир мужчин
[2022-11-01 15:18:02,197][lightning][INFO] - prediction: 
[2022-11-01 15:18:02,755][lightning][INFO] - reference : василия григорьевича байрамова
[2022-11-01 15:18:02,755][lightning][INFO] - prediction: 
[2022-11-01 15:18:03,314][lightning][INFO] - reference : афина к какому архитектурному стилю относится
[2022-11-01 15:18:03,314][lightning][INFO] - prediction: 
[2022-11-01 15:18:04,124][lightning][INFO] - reference : новые видеоролики
[2022-11-01 15:18:04,124][lightning][INFO] - prediction: 
[2022-11-01 15:18:04,801][lightning][INFO] - reference : анне марковой
[2022-11-01 15:18:04,801][lightning][INFO] - prediction: 
[2022-11-01 15:18:05,462][lightning][INFO] - reference : найди на смотрешке лдпр тв
[2022-11-01 15:18:05,462][lightning][INFO] - prediction: 
[2022-11-01 15:18:06,222][lightning][INFO] - reference : открой мне брюс уиллис
[2022-11-01 15:18:06,223][lightning][INFO] - prediction: 
[2022-11-01 15:18:06,707][lightning][INFO] - reference : покажи в гостях у сказки на тв
[2022-11-01 15:18:06,708][lightning][INFO] - prediction: 
[2022-11-01 15:18:07,529][lightning][INFO] - reference : григорию
[2022-11-01 15:18:07,530][lightning][INFO] - prediction: 
[2022-11-01 15:18:08,118][lightning][INFO] - reference : ассистент какие клубы есть рядом с отелем
[2022-11-01 15:18:08,118][lightning][INFO] - prediction: а
[2022-11-01 15:18:08,985][lightning][INFO] - reference : у тебя найдется киноха про виражи и повороты
[2022-11-01 15:18:08,985][lightning][INFO] - prediction: 
[2022-11-01 15:18:09,512][lightning][INFO] - reference : ютьюб покажи халех адхами нава
[2022-11-01 15:18:09,512][lightning][INFO] - prediction: 
[2022-11-01 15:18:10,560][lightning][INFO] - reference : записная книжка кристина сто пятьдесят рублей на мобильный
[2022-11-01 15:18:10,560][lightning][INFO] - prediction: 
[2022-11-01 15:18:11,385][lightning][INFO] - reference : концерт милен фармер две тысячи девятнадцать
[2022-11-01 15:18:11,386][lightning][INFO] - prediction: 
[2022-11-01 15:18:11,934][lightning][INFO] - reference : шесть пуль
[2022-11-01 15:18:11,935][lightning][INFO] - prediction: 
[2022-11-01 15:18:12,347][lightning][INFO] - reference : галина султанова
[2022-11-01 15:18:12,347][lightning][INFO] - prediction: 
[2022-11-01 15:18:13,134][lightning][INFO] - reference : римма анатольевна федоренко
[2022-11-01 15:18:13,134][lightning][INFO] - prediction: 
[2022-11-01 15:18:13,768][lightning][INFO] - reference : ультра эйч ди
[2022-11-01 15:18:13,768][lightning][INFO] - prediction: 
[2022-11-01 15:18:14,256][lightning][INFO] - reference : скажи пожалуйста когда был основан сбербанк
[2022-11-01 15:18:14,257][lightning][INFO] - prediction: 
[2022-11-01 15:18:14,917][lightning][INFO] - reference : найди сериал карпов
[2022-11-01 15:18:14,917][lightning][INFO] - prediction: 
[2022-11-01 15:18:15,726][lightning][INFO] - reference : вода аква минерале негазированная два литра
[2022-11-01 15:18:15,726][lightning][INFO] - prediction: 
[2022-11-01 15:18:16,190][lightning][INFO] - reference : салют дай мне посмотреть
[2022-11-01 15:18:16,191][lightning][INFO] - prediction: 
[2022-11-01 15:18:17,202][lightning][INFO] - reference : восемьдесят два пятьдесят пять двадцать восемь девятьсот пятнадцать
[2022-11-01 15:18:17,202][lightning][INFO] - prediction: 
[2022-11-01 15:18:17,920][lightning][INFO] - reference : твое бикини в моем чемодане открой
[2022-11-01 15:18:17,921][lightning][INFO] - prediction: 
[2022-11-01 15:18:20,179][lightning][INFO] - reference : есть ли круглосуточный магазин в отеле если нет то где ближайший магазин находится неподалеку от отеля
[2022-11-01 15:18:20,179][lightning][INFO] - prediction: 
[2022-11-01 15:18:20,625][lightning][INFO] - reference : оксана немцева
[2022-11-01 15:18:20,625][lightning][INFO] - prediction: 
[2022-11-01 15:18:21,293][lightning][INFO] - reference : в твоем каталоге есть милая картина в жанре научная фантастика
[2022-11-01 15:18:21,294][lightning][INFO] - prediction: 
[2022-11-01 15:18:21,933][lightning][INFO] - reference : волгореченск
[2022-11-01 15:18:21,934][lightning][INFO] - prediction: 
[2022-11-01 15:18:22,567][lightning][INFO] - reference : тайни тетл энд литл лизэд адвенчез ютюб
[2022-11-01 15:18:22,567][lightning][INFO] - prediction: елгркбл
[2022-11-01 15:18:23,084][lightning][INFO] - reference : горнозаводск
[2022-11-01 15:18:23,085][lightning][INFO] - prediction: 
[2022-11-01 15:18:23,642][lightning][INFO] - reference : салют запусти в гостях у сказки
[2022-11-01 15:18:23,642][lightning][INFO] - prediction: 
[2022-11-01 15:18:24,138][lightning][INFO] - reference : дмитрий валентинович посохин
[2022-11-01 15:18:24,139][lightning][INFO] - prediction: 
[2022-11-01 15:18:24,782][lightning][INFO] - reference : тверстом маршрут
[2022-11-01 15:18:24,782][lightning][INFO] - prediction: 
[2022-11-01 15:18:25,427][lightning][INFO] - reference :  
[2022-11-01 15:18:25,427][lightning][INFO] - prediction: 
[2022-11-01 15:18:26,273][lightning][INFO] - reference : ассистент купи мне средство для мытья пола глорикс
[2022-11-01 15:18:26,273][lightning][INFO] - prediction: 
[2022-11-01 15:18:27,053][lightning][INFO] - reference : запускай личный рекорд
[2022-11-01 15:18:27,053][lightning][INFO] - prediction: 
[2022-11-01 15:18:27,682][lightning][INFO] - reference : амирхан масаев
[2022-11-01 15:18:27,683][lightning][INFO] - prediction: 
[2022-11-01 15:18:28,130][lightning][INFO] - reference : запусти кинематографическую ленту в жанре путешествия
[2022-11-01 15:18:28,130][lightning][INFO] - prediction: 
[2022-11-01 15:18:28,798][lightning][INFO] - reference : сбер до какого возраста у китообразных длится замедленный рост тела
[2022-11-01 15:18:28,798][lightning][INFO] - prediction: 
[2022-11-01 15:18:29,380][lightning][INFO] - reference : джой какие эмоции тебе не нравятся
[2022-11-01 15:18:29,380][lightning][INFO] - prediction: 
[2022-11-01 15:18:30,533][lightning][INFO] - reference : включи дрянные промоутеры
[2022-11-01 15:18:30,533][lightning][INFO] - prediction: 
[2022-11-01 15:18:31,181][lightning][INFO] - reference : алиса закажи лук репчатый один килограмм
[2022-11-01 15:18:31,181][lightning][INFO] - prediction: 
[2022-11-01 15:18:32,271][lightning][INFO] - reference : мастера секса серия одиннадцать
[2022-11-01 15:18:32,272][lightning][INFO] - prediction: 
[2022-11-01 15:18:32,919][lightning][INFO] - reference : салют к какому тербанку относится петрозаводск
[2022-11-01 15:18:32,919][lightning][INFO] - prediction: 
[2022-11-01 15:18:33,394][lightning][INFO] - reference : включай на тв охота и рыбалка
[2022-11-01 15:18:33,394][lightning][INFO] - prediction: 
[2022-11-01 15:18:34,157][lightning][INFO] - reference : какие виды карбиды ты знаешь
[2022-11-01 15:18:34,158][lightning][INFO] - prediction: 
[2022-11-01 15:18:34,647][lightning][INFO] - reference : выведи мне кинематографический фильм все что у меня есть
[2022-11-01 15:18:34,648][lightning][INFO] - prediction: 
[2022-11-01 15:18:35,290][lightning][INFO] - reference : покажи мне тнв на тв
[2022-11-01 15:18:35,291][lightning][INFO] - prediction: 
[2022-11-01 15:18:35,828][lightning][INFO] - reference : есть ли у тебя побег
[2022-11-01 15:18:35,828][lightning][INFO] - prediction: 
[2022-11-01 15:18:36,317][lightning][INFO] - reference : жекич дубровский
[2022-11-01 15:18:36,317][lightning][INFO] - prediction: 
[2022-11-01 15:18:36,950][lightning][INFO] - reference : джой включи сри хандред плас
[2022-11-01 15:18:36,950][lightning][INFO] - prediction: 
[2022-11-01 15:18:37,670][lightning][INFO] - reference : белый воротничок двенадцатый сезон
[2022-11-01 15:18:37,671][lightning][INFO] - prediction: 
[2022-11-01 15:18:38,868][lightning][INFO] - reference : цель поездки крупное почтовое отделение с банкоматом
[2022-11-01 15:18:38,868][lightning][INFO] - prediction: 
[2022-11-01 15:18:39,689][lightning][INFO] - reference : джой переведи лизе и напиши вкусный ужин на двоих
[2022-11-01 15:18:39,689][lightning][INFO] - prediction: 
[2022-11-01 15:18:40,335][lightning][INFO] - reference : тьма эпизод пять
[2022-11-01 15:18:40,335][lightning][INFO] - prediction: 
[2022-11-01 15:18:40,817][lightning][INFO] - reference : хочу посмотреть кино стажер
[2022-11-01 15:18:40,817][lightning][INFO] - prediction: 
[2022-11-01 15:18:41,349][lightning][INFO] - reference : киношка хот дог
[2022-11-01 15:18:41,349][lightning][INFO] - prediction: 
[2022-11-01 15:18:42,080][lightning][INFO] - reference : есть ли у тебя аномализа
[2022-11-01 15:18:42,081][lightning][INFO] - prediction: 
[2022-11-01 15:18:42,765][lightning][INFO] - reference : дневник памяти
[2022-11-01 15:18:42,765][lightning][INFO] - prediction: 
[2022-11-01 15:18:43,414][lightning][INFO] - reference : что получали на олимпийских играх в древней греции
[2022-11-01 15:18:43,415][lightning][INFO] - prediction: 
[2022-11-01 15:18:44,205][lightning][INFO] - reference : проще простого сезон два часть девять
[2022-11-01 15:18:44,206][lightning][INFO] - prediction: 
[2022-11-01 15:18:44,618][lightning][INFO] - reference : смотреть челси манчестер сити
[2022-11-01 15:18:44,619][lightning][INFO] - prediction: 
[2022-11-01 15:18:45,295][lightning][INFO] - reference : искать фильм переполох в гималаях
[2022-11-01 15:18:45,295][lightning][INFO] - prediction: р
[2022-11-01 15:18:46,378][lightning][INFO] - reference : раннее бронирование номера в отеле
[2022-11-01 15:18:46,378][lightning][INFO] - prediction: 
[2022-11-01 15:18:46,961][lightning][INFO] - reference : покажи фильм мой любимый динозавр
[2022-11-01 15:18:46,961][lightning][INFO] - prediction: 
[2022-11-01 15:18:47,442][lightning][INFO] - reference : белорусь двадцать четыре на смотрешке
[2022-11-01 15:18:47,442][lightning][INFO] - prediction: 
[2022-11-01 15:18:48,056][lightning][INFO] - reference : курс фунта стерлинга по отношению к тенге
[2022-11-01 15:18:48,057][lightning][INFO] - prediction: 
[2022-11-01 15:18:48,915][lightning][INFO] - reference : прощай любимая сезон три часть двадцать девять
[2022-11-01 15:18:48,916][lightning][INFO] - prediction: 
[2022-11-01 15:18:49,807][lightning][INFO] - reference : как получить забытые в отеле вещи
[2022-11-01 15:18:49,808][lightning][INFO] - prediction: 
[2022-11-01 15:18:50,625][lightning][INFO] - reference : миг за мигом серия семнадцать
[2022-11-01 15:18:50,625][lightning][INFO] - prediction: 
[2022-11-01 15:18:51,257][lightning][INFO] - reference : салют включи следующий трек
[2022-11-01 15:18:51,257][lightning][INFO] - prediction: 
[2022-11-01 15:18:52,211][lightning][INFO] - reference : кировград
[2022-11-01 15:18:52,212][lightning][INFO] - prediction: 
[2022-11-01 15:18:52,711][lightning][INFO] - reference : кино четыре ка окко
[2022-11-01 15:18:52,712][lightning][INFO] - prediction: 
[2022-11-01 15:18:53,560][lightning][INFO] - reference : закажи жидкость для мытья ванных комнат марки солюверт пятьсот миллилитров
[2022-11-01 15:18:53,560][lightning][INFO] - prediction: 
[2022-11-01 15:18:54,185][lightning][INFO] - reference : колыма родина нашего страха хочу
[2022-11-01 15:18:54,186][lightning][INFO] - prediction: 
[2022-11-01 15:18:54,951][lightning][INFO] - reference : выведи мне ветер и ивах
[2022-11-01 15:18:54,951][lightning][INFO] - prediction: 
[2022-11-01 15:18:55,589][lightning][INFO] - reference : включи эпизод двадцать шесть девятого сезона одиннадцать двадцать два шестьдесят три
[2022-11-01 15:18:55,589][lightning][INFO] - prediction: 
[2022-11-01 15:18:56,172][lightning][INFO] - reference : загирова
[2022-11-01 15:18:56,172][lightning][INFO] - prediction: 
[2022-11-01 15:18:56,982][lightning][INFO] - reference : где можно приобрести подарочный сертификат в данном отеле
[2022-11-01 15:18:56,982][lightning][INFO] - prediction: 
[2022-11-01 15:18:57,811][lightning][INFO] - reference : на ютьюбе канал фактов и интересных фото
[2022-11-01 15:18:57,811][lightning][INFO] - prediction: 
[2022-11-01 15:18:58,299][lightning][INFO] - reference : подпорожью
[2022-11-01 15:18:58,299][lightning][INFO] - prediction: 
[2022-11-01 15:18:58,900][lightning][INFO] - reference : заводи фильм аббатство даунтон
[2022-11-01 15:18:58,900][lightning][INFO] - prediction: 
[2022-11-01 15:18:59,825][lightning][INFO] - reference : афина поставь веселую музыку
[2022-11-01 15:18:59,826][lightning][INFO] - prediction: 
[2022-11-01 15:19:00,478][lightning][INFO] - reference : посоветуй мне майти буш
[2022-11-01 15:19:00,479][lightning][INFO] - prediction: 
[2022-11-01 15:19:01,282][lightning][INFO] - reference : трансляция футбольного матча лестер против борнмута
[2022-11-01 15:19:01,282][lightning][INFO] - prediction: 
[2022-11-01 15:19:01,968][lightning][INFO] - reference : время работы альф
[2022-11-01 15:19:01,969][lightning][INFO] - prediction: 
[2022-11-01 15:19:02,436][lightning][INFO] - reference :  
[2022-11-01 15:19:02,436][lightning][INFO] - prediction: 
[2022-11-01 15:19:03,054][lightning][INFO] - reference : как называется фильм где человек стал богатым продавая рекламу что ли
[2022-11-01 15:19:03,054][lightning][INFO] - prediction: 
[2022-11-01 15:19:03,706][lightning][INFO] - reference : хочу посмотреть на смотрешке нтв сериал
[2022-11-01 15:19:03,707][lightning][INFO] - prediction: 
[2022-11-01 15:19:04,226][lightning][INFO] - reference : хочу купить шестнадцать тысяч австралийских долларов сколько это в реалах
[2022-11-01 15:19:04,226][lightning][INFO] - prediction: 
[2022-11-01 15:19:04,798][lightning][INFO] - reference : вруби дизельпанк
[2022-11-01 15:19:04,798][lightning][INFO] - prediction: 
[2022-11-01 15:19:05,515][lightning][INFO] - reference : приключенческий
[2022-11-01 15:19:05,515][lightning][INFO] - prediction: 
[2022-11-01 15:19:06,259][lightning][INFO] - reference : у тебя в списке есть достоевский
[2022-11-01 15:19:06,259][lightning][INFO] - prediction: 
[2022-11-01 15:19:06,882][lightning][INFO] - reference : восьмой сезон сериала родина
[2022-11-01 15:19:06,882][lightning][INFO] - prediction: 
[2022-11-01 15:19:07,413][lightning][INFO] - reference : валя николаевна хажаева
[2022-11-01 15:19:07,414][lightning][INFO] - prediction: 
[2022-11-01 15:19:08,169][lightning][INFO] - reference :  
[2022-11-01 15:19:08,169][lightning][INFO] - prediction: 
[2022-11-01 15:19:09,008][lightning][INFO] - reference : обменять швейцарские франки на фунты
[2022-11-01 15:19:09,009][lightning][INFO] - prediction: 
[2022-11-01 15:19:09,620][lightning][INFO] - reference : темный дом включай
[2022-11-01 15:19:09,620][lightning][INFO] - prediction: 
[2022-11-01 15:19:10,293][lightning][INFO] - reference : стар на смотрешке
[2022-11-01 15:19:10,293][lightning][INFO] - prediction: 
[2022-11-01 15:19:10,899][lightning][INFO] - reference : афина ты проведи дмитрию сообщением вкусный ужин на двоих
[2022-11-01 15:19:10,900][lightning][INFO] - prediction: 
[2022-11-01 15:19:11,590][lightning][INFO] - reference : вруби сериал первому игроку приготовиться
[2022-11-01 15:19:11,590][lightning][INFO] - prediction: 
[2022-11-01 15:19:12,035][lightning][INFO] - reference : а если я хочу работать в сбере
[2022-11-01 15:19:12,036][lightning][INFO] - prediction: 
[2022-11-01 15:19:12,634][lightning][INFO] - reference : афина применяется ли в настоящее время гидротипная технология
[2022-11-01 15:19:12,635][lightning][INFO] - prediction: 
[2022-11-01 15:19:13,283][lightning][INFO] - reference : афина бригада все серии
[2022-11-01 15:19:13,284][lightning][INFO] - prediction: 
[2022-11-01 15:19:14,036][lightning][INFO] - reference : у тебя будет сериал настоящий детектив сезон один
